time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-06-02T11:51:23.570Z,59.9054,-152.3993,101.7,2.4,ml,,,,0.14,ak,ak0237182ujp,2023-06-02T12:10:03.040Z,"34 km WNW of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2023-06-02T11:49:47.850Z,58.1761666666667,-155.363833333333,0.7,-0.68,ml,8,124,,0.06,av,av91907916,2023-06-03T22:12:04.040Z,"86 km NW of Karluk, Alaska",earthquake,0.26,1.18,0.152066588523735,8,reviewed,av,av
2023-06-02T11:46:32.533Z,-23.4687,171.3181,22.353,4.9,mb,32,114,3.667,0.37,us,us7000k5qy,2023-06-02T12:06:07.040Z,"southeast of the Loyalty Islands",earthquake,8.15,5.647,0.087,42,reviewed,us,us
2023-06-02T11:40:38.880Z,35.7681667,-117.5955,8.04,1.08,ml,14,125,0.1435,0.18,ci,ci40475696,2023-06-02T11:44:03.176Z,"17km W of Searles Valley, CA",earthquake,0.47,1.77,0.128,7,automatic,ci,ci
2023-06-02T11:32:34.370Z,38.8320007,-122.8161697,1.47,0.28,md,13,55,0.009824,0.02,nc,nc73895391,2023-06-02T12:20:14.164Z,"8km NW of The Geysers, CA",earthquake,0.31,0.72,0.17,13,automatic,nc,nc
2023-06-02T11:22:04.650Z,19.1336669921875,-155.396499633789,29.3600006103516,1.80999994,md,45,181,,0.119999997,hv,hv73436042,2023-06-02T11:25:08.680Z,"Hawaii region, Hawaii",earthquake,0.65,0.899999976,,4,automatic,hv,hv
2023-06-02T11:19:51.629Z,61.7673,-151.2153,53.6,0.9,ml,,,,0.8,ak,ak023717w1sq,2023-06-02T11:31:47.060Z,"Southern Alaska",earthquake,,1.4,,,automatic,ak,ak
2023-06-02T11:16:50.700Z,32.902,-116.2366667,8.04,0.58,ml,14,95,0.07681,0.16,ci,ci40475680,2023-06-02T11:20:22.142Z,"29km SSW of Ocotillo Wells, CA",earthquake,0.33,0.94,0.075,5,automatic,ci,ci
2023-06-02T11:12:07.220Z,36.2563333333333,-89.4625,7.01,1.56,md,13,60,0.0392,0.03,nm,nm60527346,2023-06-02T13:50:04.300Z,"2 km ESE of Ridgely, Tennessee",earthquake,0.29,0.59,0.0708284108401818,9,reviewed,nm,nm
2023-06-02T11:09:28.640Z,40.232,-121.1438333,6.6,2.67,md,40,28,0.01573,0.25,nc,nc73895386,2023-06-03T04:20:48.040Z,"3km NNE of Prattville, CA",earthquake,0.4,0.55,0.154,78,reviewed,nc,nc
2023-06-02T11:06:12.899Z,39.6136,-119.9768,5.6,0.8,ml,9,122.62,0.014,0.1216,nn,nn00860707,2023-06-03T02:05:01.509Z,"7 km S of Cold Springs, Nevada",earthquake,,1.2,0.31,3,reviewed,nn,nn
2023-06-02T11:04:53.961Z,56.3762,-149.2386,10,2.8,ml,34,226,2.307,0.49,us,us7000k5qr,2023-06-02T11:27:38.040Z,"230 km SE of Chiniak, Alaska",earthquake,8.62,2.017,0.052,48,reviewed,us,us
2023-06-02T10:53:15.020Z,34.322,-116.9233333,1.33,1.34,ml,40,25,0.05959,0.21,ci,ci40475672,2023-06-02T11:04:23.400Z,"9km N of Big Bear Lake, CA",earthquake,0.27,0.49,0.169,27,automatic,ci,ci
2023-06-02T10:46:57.550Z,38.8063316,-122.8153305,3.29,0.8,md,9,79,0.01111,0.02,nc,nc73895381,2023-06-02T11:05:18.726Z,"6km WNW of The Geysers, CA",earthquake,0.68,1.18,0.12,8,automatic,nc,nc
2023-06-02T10:43:24.150Z,34.0023333,-117.2216667,4.88,0.59,ml,10,182,0.1281,0.23,ci,ci40475664,2023-06-02T10:47:04.752Z,"6km SE of Loma Linda, CA",earthquake,0.68,1.58,0.207,11,automatic,ci,ci
2023-06-02T10:43:06.315Z,39.6192,-119.9728,6.7,1.7,ml,25,68.58,0.015,0.1489,nn,nn00860676,2023-06-03T02:04:41.872Z,"6 km S of Cold Springs, Nevada",earthquake,,0.9,0.14,7,reviewed,nn,nn
2023-06-02T10:41:46.030Z,58.1855,-155.3085,2.54,-0.31,ml,9,100,,0.08,av,av91907861,2023-06-03T22:42:29.870Z,"85 km NW of Karluk, Alaska",earthquake,0.25,0.41,0.299826191226227,10,reviewed,av,av
2023-06-02T10:40:03.820Z,58.2285,-155.144833333333,5,-0.46,ml,7,105,,0.17,av,av91907856,2023-06-03T22:39:58.080Z,"84 km NNW of Karluk, Alaska",earthquake,0.51,31.61,0.265977349291105,6,reviewed,av,av
2023-06-02T10:40:02.832Z,64.4144,-151.0581,12.5,1,ml,,,,0.9,ak,ak023717f0gr,2023-06-02T10:42:06.330Z,"Central Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-02T10:37:07.300Z,33.6865,-116.783,14.99,0.48,ml,14,100,0.06244,0.17,ci,ci40475656,2023-06-02T16:02:01.662Z,"8km SW of Idyllwild, CA",earthquake,0.45,0.58,0.151,10,reviewed,ci,ci
2023-06-02T10:34:20.649Z,39.6183,-119.965,5.4,2.5,ml,18,68.46,0.011,0.1253,nn,nn00860674,2023-06-03T02:04:40.007Z,"6 km S of Cold Springs, Nevada",earthquake,,1,0.2,4,reviewed,nn,nn
2023-06-02T10:32:35.761Z,39.62,-119.974,7.3,1,ml,16,110.91,0.016,0.1451,nn,nn00860673,2023-06-03T02:04:37.823Z,"6 km S of Cold Springs, Nevada",earthquake,,1.1,0.4,6,reviewed,nn,nn
2023-06-02T10:26:55.353Z,-5.9395,152.2526,10,4.8,mb,39,86,1.739,0.45,us,us7000k5qj,2023-06-02T12:17:48.040Z,"176 km S of Kokopo, Papua New Guinea",earthquake,5.24,1.796,0.064,75,reviewed,us,us
2023-06-02T10:14:31.590Z,33.6606667,-116.7676667,10.83,0.28,ml,14,75,0.06728,0.17,ci,ci40475648,2023-06-02T10:18:11.024Z,"10km SSW of Idyllwild, CA",earthquake,0.4,0.7,0.227,7,automatic,ci,ci
2023-06-02T10:11:46.451Z,60.2429,-154.5724,63.8,1.5,ml,,,,1.08,ak,ak0237178w2d,2023-06-02T19:10:25.686Z,"14 km WNW of Port Alsworth, Alaska",earthquake,,4.7,,,reviewed,ak,ak
2023-06-02T10:06:24.750Z,58.184,-155.271666666667,2.24,0.12,ml,10,90,,0.07,av,av91907816,2023-06-03T22:15:42.380Z,"83 km NW of Karluk, Alaska",earthquake,0.27,0.61,0.388001689156912,9,reviewed,av,av
2023-06-02T10:01:19.570Z,38.8253326,-122.8028336,2.4,1.08,md,21,34,0.005977,0.02,nc,nc73895361,2023-06-02T10:55:10.669Z,"7km NW of The Geysers, CA",earthquake,0.22,0.49,0.14,22,automatic,nc,nc
2023-06-02T09:59:39.530Z,51.8528333333333,-177.838333333333,3.61,1.27,ml,4,222,,0.05,av,av91907811,2023-06-03T21:24:35.630Z,"82 km W of Adak, Alaska",earthquake,0.61,0.88,0.254350850661013,4,reviewed,av,av
2023-06-02T09:55:51.791Z,39.6137,-119.9712,6,1.5,ml,16,82.2,0.01,0.1463,nn,nn00860671,2023-06-03T02:04:35.753Z,"7 km S of Cold Springs, Nevada",earthquake,,1.2,0.32,4,reviewed,nn,nn
2023-06-02T09:55:50.820Z,38.8320007,-122.8148346,1.54,0.53,md,11,115,0.009363,0.02,nc,nc73895356,2023-06-02T10:55:14.668Z,"8km NW of The Geysers, CA",earthquake,0.38,0.7,0.28,12,automatic,nc,nc
2023-06-02T09:54:59.730Z,38.814167,-122.7961655,2.57,1.08,md,19,38,0.006227,0.01,nc,nc73895351,2023-06-02T10:29:11.504Z,"5km NW of The Geysers, CA",earthquake,0.23,0.51,0.14,21,automatic,nc,nc
2023-06-02T09:50:23.220Z,58.2531666666667,-155.127666666667,2.52,-0.91,ml,6,113,,0.1,av,av91106368,2023-06-03T21:50:22.490Z,"86 km NNW of Karluk, Alaska",earthquake,0.37,0.81,0.142442366975458,6,reviewed,av,av
2023-06-02T09:49:55.330Z,58.1825,-155.304333333333,2.09,-0.31,ml,7,157,,0.08,av,av91907801,2023-06-03T21:46:51.020Z,"84 km NW of Karluk, Alaska",earthquake,0.25,0.53,0.263840196125366,7,reviewed,av,av
2023-06-02T09:48:38.170Z,19.1385,-155.481833333333,12.56,2.34,ml,45,166,,0.12,hv,hv73435897,2023-06-02T22:34:15.680Z,"7 km S of Pāhala, Hawaii",earthquake,0.38,0.31,0.177621647056875,20,reviewed,hv,hv
2023-06-02T09:47:52.620Z,58.1961666666667,-155.265,2.36,-0.37,ml,8,133,,0.07,av,av91907796,2023-06-03T21:42:47.390Z,"84 km NW of Karluk, Alaska",earthquake,0.22,0.52,0.332466826061878,8,reviewed,av,av
2023-06-02T09:47:45.136Z,64.8954,-151.0537,15.3,1.9,ml,,,,0.47,ak,ak023716v64x,2023-06-02T09:49:29.055Z,"23 km WSW of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-02T09:46:49.290Z,58.179,-155.3275,2.01,0.73,ml,8,109,,0.08,av,av91907791,2023-06-03T21:34:19.300Z,"85 km NW of Karluk, Alaska",earthquake,0.23,0.57,0.282168190890777,4,reviewed,av,av
2023-06-02T09:35:17.168Z,66.0478,-151.4789,9.2,1.3,ml,,,,0.55,ak,ak023716sjbv,2023-06-02T09:38:07.364Z,"76 km SE of New Allakaket, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-02T09:28:42.540Z,19.3933333333333,-155.277666666667,1.31,1.99,ml,16,62,,0.11,hv,hv73435862,2023-06-02T22:10:13.010Z,"7 km SW of Volcano, Hawaii",earthquake,0.21,0.25,0.215492770679572,6,reviewed,hv,hv
2023-06-02T09:28:16.709Z,31.68753992,-104.4109017,6.080151367,2.1,ml,44,69,0.03619401688,0.2,tx,tx2023kslg,2023-06-02T17:45:40.243Z,"54 km S of Whites City, New Mexico",earthquake,0.6170585906,0.605957324,0,6,reviewed,tx,tx
2023-06-02T09:28:09.270Z,19.1620006561279,-155.48616027832,32.0999984741211,2.43,ml,47,113,,0.140000001,hv,hv73435867,2023-06-02T13:20:11.040Z,"4 km S of Pāhala, Hawaii",earthquake,0.57,0.839999974,3.09,17,automatic,hv,hv
2023-06-02T09:28:07.740Z,32.9236667,-115.5133333,10.5,1.43,ml,9,195,0.04559,0.26,ci,ci40475640,2023-06-02T09:31:47.349Z,"6km SSE of Brawley, CA",earthquake,1.79,1.29,0.2,9,automatic,ci,ci
2023-06-02T09:28:04.580Z,38.8264999,-122.8548355,2.65,0.44,md,10,94,0.01584,0.01,nc,nc73895346,2023-06-02T09:44:15.213Z,"10km WNW of The Geysers, CA",earthquake,0.4,0.81,0.32,12,automatic,nc,nc
2023-06-02T09:24:06.260Z,19.2566661834717,-155.400329589844,30.7399997711182,2.14,ml,51,128,,0.119999997,hv,hv73435857,2023-06-02T09:29:38.730Z,"10 km NE of Pāhala, Hawaii",earthquake,0.46,0.629999995,3.34,7,automatic,hv,hv
2023-06-02T09:21:22.420Z,58.1875,-155.298,2.42,-0.2,ml,11,95,,0.13,av,av91907771,2023-06-03T21:27:42.270Z,"85 km NW of Karluk, Alaska",earthquake,0.28,0.53,0.294865295656605,11,reviewed,av,av
2023-06-02T09:17:35.590Z,17.9343333333333,-66.9496666666667,7.99,2.21,md,11,234,0.05425,0.13,pr,pr71412073,2023-06-02T09:33:37.790Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.48,0.77,0.160058623145173,5,reviewed,pr,pr
2023-06-02T09:11:53.440Z,37.4073333,-119.9945,15.26,2.23,md,21,89,0.1649,0.22,nc,nc73895341,2023-06-02T20:39:11.317Z,"9km SSW of Mariposa, CA",earthquake,0.38,0.62,0.247,47,reviewed,nc,nc
2023-06-02T09:00:45.380Z,38.8428345,-122.8776703,2.54,0.95,md,12,92,0.00645,0.02,nc,nc73895336,2023-06-02T09:47:11.232Z,"13km ENE of Cloverdale, CA",earthquake,0.34,0.54,0.34,14,automatic,nc,nc
2023-06-02T08:56:09.487Z,62.248,-148.5158,24.7,2,ml,,,,0.47,ak,ak023716bl84,2023-06-02T08:57:59.069Z,"50 km N of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-02T08:55:48.960Z,58.272,-155.098666666667,4.63,-0.49,ml,6,124,,0.05,av,av91907761,2023-06-03T20:27:30.550Z,"87 km NNW of Karluk, Alaska",earthquake,0.28,0.42,0.212518741927963,6,reviewed,av,av
2023-06-02T08:45:07.500Z,19.3963,-65.6913,108,3.91,md,7,275,1.1629,0.47,pr,pr2023153001,2023-06-02T09:19:38.869Z,"Puerto Rico region",earthquake,8.61,10.76,0.06,6,reviewed,pr,pr
2023-06-02T08:44:44.542Z,61.5865,-148.2778,21.3,0.2,ml,,,,0.4,ak,ak02371693ct,2023-06-02T08:47:07.364Z,"Southern Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-06-02T08:39:53.680Z,38.8128319,-122.8256683,2.17,0.27,md,7,163,0.004815,0.03,nc,nc73895331,2023-06-02T09:06:14.972Z,"7km WNW of The Geysers, CA",earthquake,0.72,1.52,0.11,7,automatic,nc,nc
2023-06-02T08:39:48.640Z,38.8081665,-122.8216629,2.59,0.53,md,10,73,0.005913,0.05,nc,nc73895326,2023-06-02T09:21:10.066Z,"7km WNW of The Geysers, CA",earthquake,0.57,1.54,0.27,12,automatic,nc,nc
2023-06-02T08:39:12.170Z,47.5443333333333,-114.301333333333,0.28,1.56,ml,20,82,0.1602,0.17,mb,mb90016633,2023-06-02T14:34:31.270Z,"Western Montana",earthquake,0.38,1.28,0.233163260700898,6,reviewed,mb,mb
2023-06-02T08:38:40.930Z,58.2833333333333,-154.915166666667,6.02,0.47,ml,11,150,,0.21,av,av91106343,2023-06-03T20:37:37.390Z,"Alaska Peninsula",earthquake,0.47,1.2,0.223860830353814,11,reviewed,av,av
2023-06-02T08:38:16.918Z,58.2856,-154.9097,1.2,1.1,ml,,,,0.63,ak,ak0237167qwr,2023-06-03T20:34:23.000Z,"84 km NNW of Karluk, Alaska",earthquake,,2.7,,,automatic,ak,ak
2023-06-02T08:28:42.770Z,58.1768333333333,-155.318166666667,1.82,-0.52,ml,7,108,,0.08,av,av91907741,2023-06-03T21:14:28.610Z,"84 km NW of Karluk, Alaska",earthquake,0.23,0.52,0.265730615063939,7,reviewed,av,av
2023-06-02T08:27:09.510Z,58.1793333333333,-155.307,2.03,-0.1,ml,9,103,,0.08,av,av91907736,2023-06-03T21:17:54.630Z,"Alaska Peninsula",earthquake,0.22,0.59,0.324938964398528,9,reviewed,av,av
2023-06-02T08:26:38.740Z,60.0456666666667,-153.085,-2.54,-0.78,ml,5,105,,0.09,av,av91106353,2023-06-03T21:22:02.460Z,"Southern Alaska",earthquake,0.28,1.81,0.275012939695331,4,reviewed,av,av
2023-06-02T08:21:51.210Z,40.2386667,-121.1405,6.58,2.4,md,35,41,0.009772,0.2,nc,nc73895321,2023-06-02T19:35:18.894Z,"4km NNE of Prattville, CA",earthquake,0.25,0.35,0.134,44,reviewed,nc,nc
2023-06-02T08:14:47.756Z,41.3673,-106.7631,15.356,3.9,mb,40,59,0.921,0.58,us,us7000k5pl,2023-06-03T13:21:37.672Z,"Wyoming",earthquake,1.32,8.35,0.194,7,reviewed,us,us
2023-06-02T08:13:13.550Z,44.7543333,-110.4206667,0.83,0.99,md,8,177,0.05095,0.11,uu,uu60541451,2023-06-02T15:57:47.070Z,"Yellowstone National Park, Wyoming",earthquake,0.73,0.18,0.357,4,reviewed,uu,uu
2023-06-02T08:02:49.080Z,58.1898333333333,-155.2915,2.68,-0.08,ml,10,92,,0.08,av,av91907721,2023-06-03T03:27:19.530Z,"85 km NW of Karluk, Alaska",earthquake,0.22,0.35,0.255797105668164,9,reviewed,av,av
2023-06-02T08:02:16.230Z,44.7918333,-110.4141667,1.09,0.88,md,6,216,0.05885,0.08,uu,uu60541446,2023-06-02T16:19:22.740Z,"30 km SE of Mammoth, Wyoming",earthquake,1.96,0.63,0.305,3,reviewed,uu,uu
2023-06-02T08:01:05.010Z,34.0801667,-117.3273333,17.62,1.05,ml,25,104,0.09523,0.18,ci,ci40475632,2023-06-02T08:04:43.327Z,"1km WNW of Colton, CA",earthquake,0.3,0.7,0.211,30,automatic,ci,ci
2023-06-02T07:56:40.170Z,38.8238335,-122.7993317,4.44,0.29,md,11,117,0.01615,0.01,nc,nc73895316,2023-06-02T08:24:14.720Z,"6km NW of The Geysers, CA",earthquake,0.58,0.88,0.13,10,automatic,nc,nc
2023-06-02T07:52:50.480Z,33.5506667,-117.0056667,10.15,0.49,ml,14,58,0.09913,0.18,ci,ci40475624,2023-06-02T07:56:20.399Z,"14km E of Murrieta Hot Springs, CA",earthquake,0.38,1.7,0.056,7,automatic,ci,ci
2023-06-02T07:52:11.750Z,18.8988333333333,-65.0085,27.83,3.27,md,11,263,0.5458,0.22,pr,pr71412048,2023-06-02T08:05:07.860Z,"62 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.8,10.35,0.0257649817331611,4,reviewed,pr,pr
2023-06-02T07:51:07.430Z,32.9905,-116.3131667,8.8,0.76,ml,15,123,0.03673,0.14,ci,ci40475616,2023-06-02T15:58:38.602Z,"24km SW of Ocotillo Wells, CA",earthquake,0.31,0.52,0.054,5,reviewed,ci,ci
2023-06-02T07:40:16.610Z,35.6986667,-121.0438333,8.91,1.19,md,27,75,0.09089,0.06,nc,nc73895306,2023-06-02T23:56:11.585Z,"14km ENE of San Simeon, CA",earthquake,0.16,0.53,0.184,12,reviewed,nc,nc
2023-06-02T07:36:57.020Z,36.9563333,-121.4416667,5.41,1.69,md,49,40,0.07698,0.09,nc,nc73895301,2023-06-02T23:29:14.392Z,"12km ESE of Gilroy, CA",earthquake,0.18,0.7,0.214,41,reviewed,nc,nc
2023-06-02T07:21:39.130Z,58.2538333333333,-155.107166666667,4.98,-0.07,ml,14,90,,0.2,av,av91907691,2023-06-03T03:15:07.720Z,"85 km NNW of Karluk, Alaska",earthquake,0.34,0.71,0.107447834675928,14,reviewed,av,av
2023-06-02T07:17:14.550Z,38.8084984,-122.7969971,3.25,0.77,md,18,49,0.001426,0.02,nc,nc73895296,2023-06-02T08:12:11.657Z,"5km NW of The Geysers, CA",earthquake,0.29,0.57,0.15,19,automatic,nc,nc
2023-06-02T07:15:51.980Z,19.2666664123535,-155.404998779297,30.3799991607666,2,ml,46,122,,0.140000001,hv,hv73435702,2023-06-02T07:21:23.780Z,"10 km NE of Pāhala, Hawaii",earthquake,0.54,0.74000001,0.88,6,automatic,hv,hv
2023-06-02T07:06:43.750Z,58.1796666666667,-155.308166666667,0.35,-0.22,ml,8,104,,0.06,av,av91907681,2023-06-03T03:18:40.100Z,"84 km NW of Karluk, Alaska",earthquake,0.2,1.3,0.283953654587768,8,reviewed,av,av
2023-06-02T07:05:43.220Z,38.8173332,-122.8218307,2.06,1.09,md,19,58,0.01022,0.02,nc,nc73895291,2023-06-02T07:22:15.331Z,"7km NW of The Geysers, CA",earthquake,0.25,0.41,0.13,19,automatic,nc,nc
2023-06-02T07:04:24.670Z,58.1866666666667,-155.3205,2.23,-0.38,ml,8,102,,0.07,av,av91907676,2023-06-03T03:21:07.400Z,"85 km NW of Karluk, Alaska",earthquake,0.26,0.39,0.239838356317559,7,reviewed,av,av
2023-06-02T07:04:19.207Z,29.13116455,-97.64441636,5.746866862,2,ml,19,78,0.02935027887,0.3,tx,tx2023ksgm,2023-06-02T18:34:16.442Z,"15 km S of Smiley, Texas",earthquake,1.434531401,1.719432193,0.1,6,reviewed,tx,tx
2023-06-02T07:03:01.290Z,44.6468333,-110.9861667,9.11,0.46,md,11,93,0.02655,0.15,uu,uu60541441,2023-06-02T14:19:33.130Z,"9 km E of West Yellowstone, Montana",earthquake,0.7,1.03,0.213,7,reviewed,uu,uu
2023-06-02T07:01:36.100Z,19.3848323822021,-155.281173706055,0.730000019073486,1.79999995,md,21,68,,0.189999998,hv,hv73435667,2023-06-02T07:04:45.710Z,"8 km SW of Volcano, Hawaii",earthquake,0.21,0.25,1.13,14,automatic,hv,hv
2023-06-02T06:58:32.670Z,60.0273333333333,-153.090333333333,-2.37,-0.37,ml,5,112,,0.11,av,av91907671,2023-06-03T02:03:58.310Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.35,3.05,0.24539432603389,5,reviewed,av,av
2023-06-02T06:58:02.224Z,37.2932,-117.5853,6.1,2.6,ml,15,96.66,0.077,0.2046,nn,nn00860669,2023-06-03T02:04:31.053Z,"51 km S of Silver Peak, Nevada",earthquake,,1.6,0.86,9,reviewed,nn,nn
2023-06-02T06:49:38.838Z,60.7835,-147.4966,18.3,1.4,ml,,,,0.96,ak,ak0237153a9n,2023-06-02T06:52:26.831Z,"45 km WSW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-02T06:49:36.053Z,37.29,-117.5857,6,1.1,ml,11,103.19,0.075,0.1654,nn,nn00860667,2023-06-03T02:04:24.178Z,"51 km S of Silver Peak, Nevada",earthquake,,2.3,0.81,6,reviewed,nn,nn
2023-06-02T06:49:08.060Z,38.788166,-122.7655029,2.69,0.61,md,8,106,0.01742,0.01,nc,nc73895281,2023-06-02T07:05:19.228Z,"1km NNW of The Geysers, CA",earthquake,0.53,1.29,0.19,6,automatic,nc,nc
2023-06-02T06:42:20.350Z,58.2588333333333,-155.1325,31.73,-0.45,ml,8,82,,0.26,av,av91106298,2023-06-03T02:42:14.100Z,"86 km NNW of Karluk, Alaska",earthquake,1.25,1.63,0.145961998438136,7,reviewed,av,av
2023-06-02T06:37:55.560Z,34.2358333,-117.4403333,9.97,1.49,ml,63,31,0.03762,0.23,ci,ci40475600,2023-06-02T06:48:57.530Z,"4km WNW of Devore, CA",earthquake,0.22,0.44,0.136,26,automatic,ci,ci
2023-06-02T06:23:45.545Z,61.7213,-151.6238,81.7,0.9,ml,,,,0.43,ak,ak023714xq62,2023-06-02T06:25:55.506Z,"32 km SSW of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-06-02T06:19:12.320Z,19.1946659088135,-155.505340576172,34.0999984741211,2.1,ml,50,133,,0.109999999,hv,hv73435542,2023-06-02T06:24:43.690Z,"2 km WSW of Pāhala, Hawaii",earthquake,0.48,0.699999988,3.47,11,automatic,hv,hv
2023-06-02T06:10:43.430Z,58.1765,-155.2805,1.39,-0.49,ml,5,158,,0.07,av,av91907636,2023-06-03T02:18:02.810Z,"Alaska Peninsula",earthquake,0.27,1.11,0.190045300679245,5,reviewed,av,av
2023-06-02T06:08:16.550Z,58.2581666666667,-155.119,4.82,0.3,ml,13,87,,0.19,av,av91907631,2023-06-03T02:22:05.220Z,"Alaska Peninsula",earthquake,0.39,0.67,0.224364048625913,13,reviewed,av,av
2023-06-02T06:07:54.690Z,19.3355007171631,-155.303833007812,3.5699999332428,1.71,ml,23,101,,0.119999997,hv,hv73435522,2023-06-02T06:13:24.310Z,"13 km SSW of Volcano, Hawaii",earthquake,0.44,0.99000001,0.24,3,automatic,hv,hv
2023-06-02T06:06:56.100Z,38.7856667,-122.7708333,3.56,1.59,md,50,51,0.01531,0.05,nc,nc73895266,2023-06-02T20:12:14.142Z,"2km NW of The Geysers, CA",earthquake,0.17,0.27,0.173,46,reviewed,nc,nc
2023-06-02T06:02:25.820Z,53.9453333333333,-166.5995,10.65,0.16,ml,6,277,,0.17,av,av91106288,2023-06-03T02:29:23.270Z,"7 km NNW of Dutch Harbor, Alaska",earthquake,1.01,0.68,0.140562331391482,6,reviewed,av,av
2023-06-02T05:56:08.554Z,58.1815,-155.365,1.1,0.2,ml,,,,0.23,ak,ak023714jac7,2023-06-03T00:38:28.190Z,"Alaska Peninsula",earthquake,,1.4,,,automatic,ak,ak
2023-06-02T05:54:26.520Z,58.2558333333333,-155.092833333333,4.16,-0.4,ml,6,103,,0.16,av,av91907621,2023-06-03T00:41:30.270Z,"85 km NNW of Karluk, Alaska",earthquake,0.37,0.89,0.194260766653862,6,reviewed,av,av
2023-06-02T05:49:48.180Z,33.233,-116.7828333,10.15,0.64,ml,19,70,0.02039,0.13,ci,ci40475568,2023-06-02T05:53:17.576Z,"2km WSW of Lake Henshaw, CA",earthquake,0.32,0.55,0.177,12,automatic,ci,ci
2023-06-02T05:46:35.395Z,58.1874,-155.3629,1.1,0.1,ml,,,,0.34,ak,ak023714h78z,2023-06-03T00:45:16.570Z,"87 km NW of Karluk, Alaska",earthquake,,1.2,,,automatic,ak,ak
2023-06-02T05:43:38.690Z,19.7178,-65.7038,55,3.81,md,14,288,1.4591,0.46,pr,pr2023153000,2023-06-02T06:16:37.283Z,"143 km N of Suárez, Puerto Rico",earthquake,4.37,17.88,0.07,6,reviewed,pr,pr
2023-06-02T05:26:21.100Z,33.3818333,-116.8685,4.04,0.48,ml,22,40,0.1311,0.29,ci,ci40475552,2023-06-02T05:29:56.483Z,"3km N of Palomar Observatory, CA",earthquake,0.61,1.55,0.089,12,automatic,ci,ci
2023-06-02T05:25:36.859Z,12.4022,144.7619,10,5.2,mb,99,115,2.993,0.43,us,us7000k5p3,2023-06-03T05:35:56.831Z,"Guam region",earthquake,9.28,1.861,0.052,121,reviewed,us,us
2023-06-02T05:22:24.070Z,38.8348333,-122.789,1.9,1.2,md,37,58,0.003722,0.03,nc,nc73895261,2023-06-02T19:05:18.695Z,"6km WNW of Cobb, CA",earthquake,0.15,0.23,0.148,33,reviewed,nc,nc
2023-06-02T05:19:25.739Z,39.6133,-119.9739,6,1,ml,9,110.79,0.012,0.0706,nn,nn00860722,2023-06-03T02:05:08.406Z,"7 km S of Cold Springs, Nevada",earthquake,,1,0.14,4,reviewed,nn,nn
2023-06-02T05:17:42.480Z,37.6035,-119.0026667,1.05,0.55,md,10,192,0.01747,0.06,nc,nc73895256,2023-06-02T16:17:19.711Z,"4km SSW of Mammoth Lakes, CA",earthquake,0.69,1.4,0.249,10,reviewed,nc,nc
2023-06-02T05:15:14.451Z,39.6149,-119.9774,5.9,1.5,ml,14,84.04,0.015,0.1411,nn,nn00860661,2023-06-03T02:04:18.599Z,"7 km S of Cold Springs, Nevada",earthquake,,1.2,0.47,5,reviewed,nn,nn
2023-06-02T05:12:53.170Z,58.239,-155.157666666667,2.25,-0.72,ml,6,142,,0.08,av,av91907581,2023-06-03T00:57:26.830Z,"85 km NNW of Karluk, Alaska",earthquake,0.27,0.49,0.126808526527992,6,reviewed,av,av
2023-06-02T05:07:59.970Z,58.2391666666667,-155.132666666667,3.54,-0.19,ml,8,205,,0.11,av,av91907576,2023-06-02T23:44:43.880Z,"Alaska Peninsula",earthquake,0.41,0.66,0.234040295922131,8,reviewed,av,av
2023-06-02T04:33:19.660Z,40.233,-121.146,7.25,2.39,md,32,41,0.01469,0.16,nc,nc73895251,2023-06-02T18:11:17.374Z,"3km NNE of Prattville, CA",earthquake,0.32,0.39,0.138,44,reviewed,nc,nc
2023-06-02T04:32:24.915Z,60.3304,-141.9439,0.4,1.9,ml,,,,1.08,ak,ak023713sqsb,2023-06-02T04:34:47.741Z,"Southern Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-02T04:31:31.731Z,-23.9173,171.8963,10,5,mb,37,127,4.293,0.65,us,us7000k5nz,2023-06-02T04:48:59.040Z,"southeast of the Loyalty Islands",earthquake,11.12,1.914,0.093,37,reviewed,us,us
2023-06-02T04:30:40.487Z,3.0878,-83.0163,10,4.4,mb,23,179,4.532,1.03,us,us7000k5nw,2023-06-02T23:09:32.040Z,"off the coast of Central America",earthquake,11.06,1.955,0.203,7,reviewed,us,us
