time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-05-29T08:20:36.833Z,39.7223,-119.505,14.6,0.1,ml,3,229.82,0.331,0.0314,nn,nn00860542,2023-05-31T02:41:33.352Z,"17 km SW of Nixon, Nevada",earthquake,,13.2,0.23,2,reviewed,nn,nn
2023-05-29T08:19:47.079Z,36.60083333,-99.2255,6,1.04,ml,24,154,0.08548322528,0.12,ok,ok2023klay,2023-05-30T17:35:20.025Z,"Oklahoma",earthquake,,0.4,0.23,5,reviewed,ok,ok
2023-05-29T08:12:31.837Z,63.4477,-147.4612,8.5,1.5,ml,,,,0.98,ak,ak0236ujwtgf,2023-06-01T21:34:09.980Z,"74 km E of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-29T08:10:41.260Z,38.8286667,-122.8528366,2.15,0.19,md,8,119,0.01673,0.01,nc,nc73891245,2023-05-29T09:08:13.461Z,"10km NW of The Geysers, CA",earthquake,0.44,1.21,0.09,8,automatic,nc,nc
2023-05-29T08:07:27.710Z,38.7878342,-122.7676697,2.1,1,md,11,106,0.01421,0.02,nc,nc73891240,2023-05-29T08:42:11.328Z,"2km NW of The Geysers, CA",earthquake,0.38,0.57,0.25,13,automatic,nc,nc
2023-05-29T08:06:46.258Z,58.2523,-155.1511,3.4,1,ml,,,,0.69,ak,ak0236ujvkau,2023-06-01T21:34:09.799Z,"Alaska Peninsula",earthquake,,0.4,,,reviewed,ak,ak
2023-05-29T07:58:50.880Z,19.4546666666667,-155.609,11.28,1.69,md,39,44,,0.14,hv,hv73428017,2023-05-31T00:24:51.572Z,"Hawaii region, Hawaii",earthquake,0.31,0.2,0.198280787627463,10,reviewed,hv,hv
2023-05-29T07:55:47.180Z,58.1915,-155.289833333333,2.67,0.19,ml,12,54,,0.07,av,av91774717,2023-05-30T18:56:45.510Z,"85 km NW of Karluk, Alaska",earthquake,0.2,0.36,0.234032367754321,12,reviewed,av,av
2023-05-29T07:55:10.993Z,63.2206,-150.4223,122.6,1.6,ml,,,,0.52,ak,ak0236ujkk2l,2023-06-02T00:28:18.834Z,"74 km ESE of Denali National Park, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-29T07:46:04.801Z,65.3282,-161.6384,2.9,1.4,ml,,,,0.59,ak,ak0236ujim4g,2023-06-02T00:28:20.945Z,"49 km NNW of Koyuk, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2023-05-29T07:29:49.430Z,58.2725,-155.004333333333,2.84,0.34,ml,14,126,,0.12,av,av91774702,2023-06-02T00:27:21.736Z,"84 km NNW of Karluk, Alaska",earthquake,0.23,0.57,0.34200120353691,15,reviewed,av,av
2023-05-29T07:26:37.940Z,61.9813,-150.8174,62.6,1.6,ml,,,,0.43,ak,ak0236ujeec9,2023-06-02T00:28:18.617Z,"30 km E of Skwentna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-29T07:26:30.470Z,33.6268333,-116.7335,14.65,0.47,ml,21,76,0.04177,0.17,ci,ci40236663,2023-05-30T13:35:40.989Z,"10km NW of Anza, CA",earthquake,0.34,0.58,0.298,10,reviewed,ci,ci
2023-05-29T07:25:53.050Z,33.6273333,-116.7403333,14.79,0.51,ml,18,80,0.03898,0.13,ci,ci40236655,2023-05-30T13:35:52.098Z,"10km NW of Anza, CA",earthquake,0.36,0.62,0.439,8,reviewed,ci,ci
2023-05-29T07:24:21.010Z,58.1778333333333,-155.334833333333,2.02,0.27,ml,11,112,,0.08,av,av91774677,2023-06-02T00:27:19.357Z,"85 km NW of Karluk, Alaska",earthquake,0.19,0.38,0.264426992202673,11,reviewed,av,av
2023-05-29T07:22:11.590Z,33.5318333,-116.6838333,9.14,0.95,ml,49,30,0.05581,0.13,ci,ci40236647,2023-06-02T20:44:05.710Z,"3km SSW of Anza, CA",earthquake,0.12,0.28,0.21,22,reviewed,ci,ci
2023-05-29T07:16:41.910Z,35.742,-117.5618333,11.25,0.92,ml,17,83,0.1361,0.15,ci,ci40236639,2023-06-01T23:10:38.555Z,"14km W of Searles Valley, CA",earthquake,0.29,0.55,0.143,11,reviewed,ci,ci
2023-05-29T07:00:33.827Z,61.5758,-149.91,44,1.1,ml,,,,0.56,ak,ak0236uj8tfa,2023-06-02T00:28:20.764Z,"6 km NNE of Big Lake, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2023-05-29T06:57:52.971Z,31.74043255,-104.2503114,7.314135742,2.7,ml,20,67,0.0159145215,0.2,tx,tx2023kkyg,2023-05-29T09:58:30.040Z,"49 km SSE of Whites City, New Mexico",earthquake,0.9312348428,0.7404102622,0.1,15,reviewed,tx,tx
2023-05-29T06:55:52.446Z,61.8709,-150.2167,44.3,2.1,ml,,,,0.53,ak,ak0236uiz7lu,2023-06-02T00:28:18.326Z,"16 km NW of Willow, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-29T06:44:47.278Z,-8.1973,158.3513,142.804,4.5,mb,24,102,2.002,0.7,us,us7000k4r2,2023-06-02T16:27:01.040Z,"136 km W of Buala, Solomon Islands",earthquake,12.41,8.966,0.122,20,reviewed,us,us
2023-05-29T06:44:17.060Z,38.815834,-122.8336639,2.51,0.71,md,8,118,0.007349,0.01,nc,nc73891235,2023-05-29T07:54:14.058Z,"8km WNW of The Geysers, CA",earthquake,0.76,1.51,0.28,9,automatic,nc,nc
2023-05-29T06:42:15.726Z,61.0507,-149.8829,37.1,1.6,ml,,,,0.43,ak,ak0236uiwce8,2023-06-02T00:28:18.101Z,"18 km S of Anchorage, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-05-29T06:38:26.380Z,44.3338333333333,-115.178333333333,7.83,1.8,ml,14,69,0.8026,0.24,mb,mb90016138,2023-05-29T13:25:15.320Z,"southern Idaho",earthquake,0.61,1.27,0.194460973112617,15,reviewed,mb,mb
2023-05-29T06:32:29.990Z,35.6368333,-117.5848333,9.04,1.27,ml,23,86,0.06392,0.16,ci,ci40236631,2023-06-02T19:23:20.922Z,"8km ENE of Ridgecrest, CA",earthquake,0.25,0.56,0.12,10,reviewed,ci,ci
2023-05-29T06:32:08.300Z,41.4921667,-111.7003333,9.49,1.86,ml,11,103,0.1082,0.08,uu,uu60541121,2023-05-30T16:24:44.920Z,"10 km ESE of Avon, Utah",earthquake,0.35,0.89,0.052,4,reviewed,uu,uu
2023-05-29T06:29:37.360Z,38.7868347,-122.7671661,2.2,1.04,md,16,107,0.01495,0.03,nc,nc73891230,2023-05-29T07:35:11.933Z,"1km NW of The Geysers, CA",earthquake,0.32,0.44,0.27,15,automatic,nc,nc
2023-05-29T06:22:44.655Z,36.683,-116.1097,2.1,0,ml,9,175.27,0.016,0.0416,nn,nn00860468,2023-05-29T14:24:17.802Z,"California-Nevada border region",earthquake,,1.3,0.18,4,reviewed,nn,nn
2023-05-29T06:19:10.940Z,37.2789,-117.582,5.8,1,ml,11,124.98,0.069,0.1759,nn,nn00860465,2023-05-29T14:21:09.720Z,"California-Nevada border region",earthquake,,2.9,1,6,reviewed,nn,nn
2023-05-29T06:14:28.830Z,33.991,-116.9716667,17.89,1.32,ml,53,42,0.06983,0.17,ci,ci40236623,2023-06-02T19:13:42.668Z,"7km N of Beaumont, CA",earthquake,0.19,0.44,0.116,24,reviewed,ci,ci
2023-05-29T06:11:07.746Z,61.9139,-150.0895,15,1,ml,,,,0.6,ak,ak0236uipoom,2023-06-02T00:28:20.577Z,"18 km N of Willow, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-05-29T06:10:46.930Z,36.7561667,-121.2845,8.99,0.93,md,18,152,0.0548,0.17,nc,nc73891225,2023-05-29T18:22:17.871Z,"5km SE of Tres Pinos, CA",earthquake,0.56,0.85,0.231,15,reviewed,nc,nc
2023-05-29T05:54:39.270Z,36.8283333,-121.405,8.83,1.14,md,32,78,0.02278,0.09,nc,nc73891220,2023-05-31T10:15:12.914Z,"2km SSW of Hollister, CA",earthquake,0.23,0.37,0.283,26,reviewed,nc,nc
2023-05-29T05:51:53.350Z,45.3685,-121.8335,3,0.74,ml,6,216,0.0643,0.06,uw,uw61920102,2023-06-03T05:01:24.920Z,"9 km NW of Government Camp, Oregon",earthquake,0.48,1.97,0.03404918354622816,4,reviewed,uw,uw
2023-05-29T05:42:58.180Z,44.7365,-111.0191667,10.72,0.32,md,7,176,0.02464,0.05,uu,uu60541116,2023-05-30T16:25:49.220Z,"10 km NE of West Yellowstone, Montana",earthquake,0.84,0.93,0.096,5,reviewed,uu,uu
2023-05-29T05:42:43.511Z,62.5521,-150.1329,14.7,1.4,ml,,,,0.74,ak,ak0236uiaz17,2023-06-02T00:28:17.909Z,"11 km N of Chase, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-29T05:36:50.970Z,65.4113,-153.3771,12.9,0.9,ml,,,,0.85,ak,ak0236ui9pb4,2023-06-02T00:28:17.733Z,"66 km WNW of Tanana, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-29T05:36:39.140Z,33.2368333,-116.0961667,8.57,1.3,ml,54,47,0.1008,0.21,ci,ci40236607,2023-06-02T15:44:30.780Z,"11km NNE of Ocotillo Wells, CA",earthquake,0.18,0.73,0.173,21,reviewed,ci,ci
2023-05-29T05:28:58.909Z,60.3805,-140.4483,2.7,1.7,ml,,,,0.84,ak,ak0236ui806q,2023-06-02T00:28:17.540Z,"101 km NNW of Yakutat, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-29T05:28:05.860Z,34.2555,-116.8731667,8.35,0.91,ml,44,49,0.03999,0.15,ci,ci40236599,2023-06-02T14:24:41.929Z,"3km WSW of Big Bear City, CA",earthquake,0.19,0.32,0.146,31,reviewed,ci,ci
2023-05-29T05:26:22.190Z,58.2518333333333,-155.097,6.21,-0.31,ml,13,95,,0.26,av,av91774652,2023-05-30T17:20:04.320Z,"85 km NNW of Karluk, Alaska",earthquake,0.72,1.12,0.223861017806109,13,reviewed,av,av
2023-05-29T05:18:46.190Z,38.8250008,-122.8498306,2.16,1.17,md,22,60,0.006059,0.01,nc,nc73891210,2023-05-29T06:00:10.343Z,"10km WNW of The Geysers, CA",earthquake,0.21,0.41,0.14,21,automatic,nc,nc
2023-05-29T05:18:35.020Z,35.6446667,-118.3166667,7.43,1.29,ml,27,67,0.05792,0.13,ci,ci40236591,2023-06-01T18:03:54.494Z,"14km ESE of Wofford Heights, CA",earthquake,0.18,0.44,0.187,15,reviewed,ci,ci
2023-05-29T05:15:30.220Z,58.2508333333333,-155.165333333333,3.03,-0.44,ml,8,77,,0.25,av,av91774647,2023-05-30T17:15:47.920Z,"86 km NNW of Karluk, Alaska",earthquake,0.49,1.52,0.158877085416657,8,reviewed,av,av
2023-05-29T05:09:22.880Z,19.3395,-155.3055,3.63,2.1,ml,36,50,,0.1,hv,hv73427812,2023-05-29T05:27:21.615Z,"13 km SSW of Volcano, Hawaii",earthquake,0.27,0.59,0.0950034194702463,11,reviewed,hv,hv
2023-05-29T05:00:10.090Z,34.037,-116.7718333,13.33,0.98,ml,38,59,0.02991,0.15,ci,ci40236583,2023-06-01T17:50:53.566Z,"13km N of Cabazon, CA",earthquake,0.19,0.37,0.131,29,reviewed,ci,ci
2023-05-29T04:59:06.730Z,45.36483333333334,-121.81716666666667,6.02,0.9500000000000001,ml,8,199,0.05385,0.08,uw,uw61920087,2023-05-31T20:51:27.580Z,"8 km NW of Government Camp, Oregon",earthquake,0.42,0.39,0.1434444293503756,5,reviewed,uw,uw
2023-05-29T04:58:50.990Z,33.9558333,-116.9576667,10.21,0.49,ml,17,115,0.1386,0.12,ci,ci40236575,2023-06-01T17:19:15.146Z,"3km NNE of Beaumont, CA",earthquake,0.23,0.82,0.175,13,reviewed,ci,ci
2023-05-29T04:58:11.350Z,19.386,-155.2755,1.73,2.42,ml,43,58,,0.11,hv,hv73427792,2023-05-31T00:37:40.740Z,"Island of Hawaii, Hawaii",earthquake,0.18,0.15,0.217839202906194,24,reviewed,hv,hv
2023-05-29T04:57:33.108Z,-7.974,-74.3944,147.434,5.1,mww,95,102,1.691,0.71,us,us7000k4qj,2023-05-30T13:46:19.040Z,"Northern Peru",earthquake,8.59,6.471,0.083,14,reviewed,us,us
2023-05-29T04:53:31.720Z,32.9473333,-116.2201667,11.92,1.1,ml,49,59,0.07034,0.2,ci,ci40236567,2023-06-01T17:07:25.759Z,"23km SSW of Ocotillo Wells, CA",earthquake,0.23,0.75,0.131,24,reviewed,ci,ci
2023-05-29T04:50:55.240Z,58.1736666666667,-155.311833333333,1.22,-0.23,ml,7,108,,0.06,av,av91774632,2023-05-30T16:52:22.200Z,"84 km NW of Karluk, Alaska",earthquake,0.2,1.03,0.299095526469901,7,reviewed,av,av
2023-05-29T04:50:21.884Z,58.7348,-154.9905,128.1,1.6,ml,,,,0.4,ak,ak0236uhr7ho,2023-06-02T00:28:20.380Z,"79 km S of Kokhanok, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-05-29T04:43:41.757Z,59.4194,-144.6917,4.3,1.9,ml,,,,0.5,ak,ak0236uhpr0f,2023-06-02T00:28:20.174Z,"138 km SSE of Cordova, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-05-29T04:41:38.004Z,61.5342,-149.8632,51.2,1.5,ml,,,,0.42,ak,ak0236uhpba0,2023-06-02T00:28:17.344Z,"Southern Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-05-29T04:40:20.761Z,62.19,-141.8961,0.2,1.9,ml,,,,0.93,ak,ak0236uhp282,2023-06-02T00:28:17.144Z,"61 km ESE of Nabesna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-29T04:31:14.507Z,63.5397,-147.3641,6.7,2.3,ml,,,,0.83,ak,ak0236uhn4b1,2023-06-02T00:31:21.652Z,"79 km ESE of Denali Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-29T04:29:59.780Z,38.7935,-122.7573333,3.85,0.48,md,13,126,0.007353,0.02,nc,nc73891205,2023-05-31T21:27:13.814Z,"2km N of The Geysers, CA",earthquake,0.33,0.5,0.243,13,reviewed,nc,nc
2023-05-29T04:12:48.661Z,68.1255,-161.8535,5.3,1.7,ml,,,,0.66,ak,ak0236uhj4ci,2023-06-02T00:28:19.996Z,"43 km E of Red Dog Mine, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-05-29T04:10:39.280Z,33.6333333,-116.7405,15.1,0.2,ml,16,85,0.04417,0.12,ci,ci40236551,2023-06-01T16:00:22.434Z,"11km NW of Anza, CA",earthquake,0.31,0.57,0.201,10,reviewed,ci,ci
2023-05-29T04:10:20.620Z,33.6261667,-116.7371667,13.84,0.86,ml,17,80,0.03943,0.12,ci,ci40236543,2023-05-30T13:37:51.173Z,"10km NW of Anza, CA",earthquake,0.29,0.69,0.326,14,reviewed,ci,ci
2023-05-29T03:51:58.210Z,33.5915,-116.605,13.53,0.62,ml,25,57,0.01004,0.12,ci,ci40236535,2023-05-30T13:38:12.291Z,"8km ENE of Anza, CA",earthquake,0.22,0.36,0.118,17,reviewed,ci,ci
2023-05-29T03:40:47.920Z,60.0246666666667,-153.0755,-1.77,-0.49,ml,5,98,,0.08,av,av91774602,2023-05-30T01:51:00.850Z,"Southern Alaska",earthquake,0.29,4.17,0.26146206558682,5,reviewed,av,av
2023-05-29T03:40:21.400Z,33.6263333,-116.7218333,15.87,1.64,ml,55,29,0.048,0.18,ci,ci40236527,2023-05-30T13:38:24.190Z,"9km NNW of Anza, CA",earthquake,0.2,0.35,0.3,26,reviewed,ci,ci
2023-05-29T03:32:23.800Z,19.3845,-155.283166666667,1.58,0.97,md,14,85,,0.07,hv,hv73427702,2023-05-31T00:54:32.450Z,"8 km SW of Volcano, Hawaii",earthquake,0.44,0.18,0.104995234243213,6,reviewed,hv,hv
2023-05-29T03:30:16.330Z,33.3213333,-116.8478333,14.2,0.78,ml,32,43,0.0345,0.14,ci,ci40236511,2023-06-01T15:39:37.643Z,"4km SSE of Palomar Observatory, CA",earthquake,0.24,0.58,0.125,21,reviewed,ci,ci
2023-05-29T03:29:33.890Z,58.1776666666667,-155.301833333333,2.43,0.19,ml,11,101,,0.09,av,av91774592,2023-06-02T00:27:00.186Z,"84 km NW of Karluk, Alaska",earthquake,0.25,0.44,0.298117909678527,11,reviewed,av,av
2023-05-29T03:25:03.507Z,55.5799,-158.622,11.3,2.8,ml,,,,0.61,ak,ak0236uh0dga,2023-06-02T00:28:16.685Z,"49 km SE of Perryville, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-05-29T03:06:06.418Z,64.9817,-147.4022,0,2,ml,,,,0.48,ak,ak0236ugwb73,2023-06-02T00:28:16.494Z,"10 km ENE of Fox, Alaska",explosion,,0,,,reviewed,ak,ak
2023-05-29T03:04:13.920Z,36.6831667,-121.3151667,2.99,1.66,md,40,129,0.03496,0.08,nc,nc73891185,2023-05-31T22:05:15.025Z,"12km S of Tres Pinos, CA",earthquake,0.22,0.38,0.191,40,reviewed,nc,nc
2023-05-29T03:03:27.020Z,38.8089981,-122.8180008,1.74,0.95,md,19,60,0.008734,0.02,nc,nc73891180,2023-05-29T04:24:10.794Z,"6km WNW of The Geysers, CA",earthquake,0.21,0.5,0.19,20,automatic,nc,nc
2023-05-29T03:00:16.240Z,54.2633,-159.761,10,3.4,mb,41,207,1.165,0.76,us,us7000k4tf,2023-06-03T19:47:39.040Z,"128 km SSE of Sand Point, Alaska",earthquake,3.65,1.999,0.345,2,reviewed,us,us
2023-05-29T02:58:09.502Z,14.5211,56.3472,10,4.5,mb,43,148,10.371,0.42,us,us7000k4q5,2023-05-29T03:17:49.040Z,"Owen Fracture Zone region",earthquake,12.76,1.965,0.092,35,reviewed,us,us
2023-05-29T02:41:26.169Z,-24.1996,-66.9948,215.522,4.1,mb,21,102,1.65,0.38,us,us7000k4q1,2023-05-29T02:59:25.040Z,"68 km W of San Antonio de los Cobres, Argentina",earthquake,10.64,14.768,0.213,6,reviewed,us,us
2023-05-29T02:33:32.124Z,26.8063,92.4006,10,4.8,mb,59,106,5.1,0.58,us,us7000k4q0,2023-05-29T06:07:11.143Z,"13 km NW of Dhekiajuli, India",earthquake,10.46,1.869,0.057,97,reviewed,us,us
2023-05-29T02:28:00.673Z,53.535,-163.4189,35,3.1,ml,26,226,1.205,0.47,us,us7000k5mz,2023-06-03T19:38:00.040Z,"146 km S of False Pass, Alaska",earthquake,3.34,1.979,0.128,8,reviewed,us,us
2023-05-29T02:25:34.820Z,46.596333333333334,-121.55633333333333,6.19,0.76,ml,17,224,0.1061,0.11,uw,uw61920047,2023-05-31T20:49:01.830Z,"8 km E of Packwood, Washington",earthquake,0.48,1.14,0.15221245692661223,8,reviewed,uw,uw
2023-05-29T02:20:21.160Z,38.8403333,-122.84,1.88,1.2,md,29,86,0.003931,0.02,nc,nc73891165,2023-05-31T23:26:12.491Z,"10km NW of The Geysers, CA",earthquake,0.19,0.32,0.168,27,reviewed,nc,nc
2023-05-29T02:19:46.380Z,38.8191681,-122.8221664,1.6,0.69,md,6,83,0.01035,0.01,nc,nc73891160,2023-05-29T02:36:14.195Z,"7km NW of The Geysers, CA",earthquake,0.67,1.75,0.31,8,automatic,nc,nc
2023-05-29T02:18:17.548Z,13.3749,94.1194,10,4.5,mb,41,109,4.962,0.44,us,us7000k4px,2023-05-29T02:35:58.040Z,"Andaman Islands, India region",earthquake,10.78,1.898,0.098,31,reviewed,us,us
2023-05-29T02:09:32.052Z,37.305,-117.5768,1.9,1.2,ml,10,215.21,0.091,0.1463,nn,nn00860464,2023-05-31T02:35:21.094Z,"50 km S of Silver Peak, Nevada",earthquake,,9.6,0.81,5,reviewed,nn,nn
2023-05-29T02:05:09.519Z,58.1649,-155.3854,3.8,1,ml,,,,0.37,ak,ak0236ugao5e,2023-06-02T00:28:15.882Z,"86 km NW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-29T02:03:12.510Z,38.7888336,-122.746666,1.46,0.87,md,11,124,0.01557,0.02,nc,nc73891155,2023-05-29T02:20:14.108Z,"2km NNE of The Geysers, CA",earthquake,0.33,0.77,0.14,12,automatic,nc,nc
2023-05-29T02:00:35.015Z,59.5862,-152.9316,98,1.7,ml,,,,0.37,ak,ak0236ug9ng0,2023-06-02T00:28:15.648Z,"62 km WNW of Nanwalek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-29T01:55:17.731Z,61.3424,-150.6045,65.3,1.3,ml,,,,0.39,ak,ak0236ufzyxp,2023-06-02T00:28:19.802Z,"22 km SSW of Susitna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-05-29T01:42:42.380Z,58.1746666666667,-155.3275,1.13,-0.06,ml,6,112,,0.08,av,av91105208,2023-05-30T01:30:57.280Z,"85 km NW of Karluk, Alaska",earthquake,0.23,1.14,0.22450871701423,6,reviewed,av,av
2023-05-29T01:42:33.360Z,58.1828333333333,-155.3165,2.24,-0.03,ml,10,103,,0.09,av,av91774522,2023-05-30T01:28:09.300Z,"85 km NW of Karluk, Alaska",earthquake,0.23,0.4,0.372893483554006,10,reviewed,av,av
2023-05-29T01:40:45.650Z,58.1828333333333,-155.314833333333,2.2,0.48,ml,11,103,,0.08,av,av91774517,2023-06-02T00:26:48.269Z,"Alaska Peninsula",earthquake,0.19,0.35,0.351683542374643,11,reviewed,av,av
2023-05-29T01:34:36.720Z,38.8048325,-122.7801666,2.83,1.07,md,19,65,0.008424,0.02,nc,nc73891150,2023-05-29T01:49:09.931Z,"4km NW of The Geysers, CA",earthquake,0.25,0.48,0.05,20,automatic,nc,nc
2023-05-29T01:34:16.600Z,33.7095,-116.7631667,15.92,0.71,ml,30,67,0.04088,0.2,ci,ci40236495,2023-05-30T17:07:34.596Z,"5km SW of Idyllwild, CA",earthquake,0.29,0.47,0.154,15,reviewed,ci,ci
2023-05-29T01:26:34.820Z,33.5155,-116.445,9.25,0.65,ml,20,124,0.01795,0.17,ci,ci40236487,2023-06-01T15:20:05.060Z,"21km SW of La Quinta, CA",earthquake,0.33,0.68,0.122,14,reviewed,ci,ci
2023-05-29T01:22:39.970Z,33.3845,-116.8988333,13.57,1.71,ml,55,25,0.0432,0.22,ci,ci40236479,2023-05-30T13:39:31.070Z,"4km NW of Palomar Observatory, CA",earthquake,0.21,0.52,0.194,26,reviewed,ci,ci
2023-05-29T01:21:26.497Z,60.4078,-152.2042,83.7,1.7,ml,,,,0.44,ak,ak0236ufsp92,2023-06-02T00:28:15.404Z,"Southern Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-29T01:20:14.851Z,57.8009,-157.4877,166.4,2.2,ml,,,,0.45,ak,ak0236ufsgnh,2023-06-03T19:34:11.040Z,"27 km NNE of Pilot Point, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-05-29T01:19:57.900Z,38.8146667,-122.8271637,1.5,1.12,md,23,52,0.006,0.02,nc,nc73891145,2023-05-29T03:41:17.537Z,"7km NW of The Geysers, CA",earthquake,0.18,0.33,0.19,23,automatic,nc,nc
2023-05-29T01:17:22.110Z,36.5681667,-121.0723333,9.69,1.53,md,35,97,0.02832,0.15,nc,nc73891140,2023-05-31T21:37:13.022Z,"8km ENE of Pinnacles, CA",earthquake,0.33,0.36,0.166,32,reviewed,nc,nc
2023-05-29T01:15:39.124Z,28.31817627,-98.93072151,4.230672201,2,ml,11,95,0.4616353309,0.3,tx,tx2023kkmz,2023-05-31T18:50:00.363Z,"20 km SW of Fowlerton, Texas",earthquake,3.335746983,3.20010604,0,7,reviewed,tx,tx
2023-05-29T01:07:50.487Z,61.5084,-141.5536,3.1,1.4,ml,,,,0.62,ak,ak0236ufpr38,2023-06-02T00:28:15.207Z,"73 km E of McCarthy, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-05-29T01:06:35.110Z,38.8135,-122.7815,1.34,0.15,md,9,114,0.0006807,0.01,nc,nc73891135,2023-05-31T06:29:12.458Z,"5km NNW of The Geysers, CA",earthquake,0.63,0.64,0.401,9,reviewed,nc,nc
2023-05-29T01:04:41.480Z,58.245,-155.083,3.7,0.46,ml,14,98,,0.08,av,av91774487,2023-06-02T00:26:45.777Z,"84 km NNW of Karluk, Alaska",earthquake,0.23,0.4,0.237861186695434,15,reviewed,av,av
2023-05-29T01:02:33.580Z,58.2588333333333,-155.0825,4.74,0.5,ml,16,103,,0.19,av,av91774472,2023-05-30T01:07:30.590Z,"Alaska Peninsula",earthquake,0.28,0.46,0.230066512591425,17,reviewed,av,av
2023-05-29T00:53:32.040Z,19.4134998321533,-155.327331542969,2.5,1.8,ml,34,63,,0.300000012,hv,hv73427562,2023-05-29T00:59:15.780Z,"10 km WSW of Volcano, Hawaii",earthquake,0.41,0.699999988,0.3,8,automatic,hv,hv
2023-05-29T00:51:01.600Z,38.833,-122.82,1.39,0.46,md,17,58,0.01233,0.03,nc,nc73891120,2023-05-31T22:53:15.307Z,"8km NW of The Geysers, CA",earthquake,0.25,0.55,0.107,14,reviewed,nc,nc
2023-05-29T00:50:52.550Z,38.8311667,-122.8165,1.67,1.59,md,36,47,0.009242,0.03,nc,nc73891115,2023-05-31T22:57:11.327Z,"8km NW of The Geysers, CA",earthquake,0.13,0.23,0.176,34,reviewed,nc,nc
2023-05-29T00:47:31.830Z,19.1388339996338,-155.476837158203,32.2999992370605,2.27,ml,53,164,,0.109999999,hv,hv73427547,2023-05-29T04:00:57.040Z,"7 km S of Pāhala, Hawaii",earthquake,0.49,0.629999995,2.47,25,automatic,hv,hv
2023-05-29T00:43:33.600Z,35.8678333,-117.689,9.29,1.47,ml,24,120,0.08544,0.13,ci,ci40236439,2023-06-01T14:55:53.809Z,"21km ESE of Little Lake, CA",earthquake,0.2,0.49,0.23,12,reviewed,ci,ci
2023-05-29T00:41:33.830Z,38.8344994,-122.8188324,1.26,0.69,md,9,142,0.01303,0.02,nc,nc73891095,2023-05-29T01:00:14.647Z,"8km NW of The Geysers, CA",earthquake,0.48,0.65,0.11,9,automatic,nc,nc
2023-05-29T00:37:21.960Z,58.2126666666667,-155.197333333333,3.94,-0.28,ml,10,76,,0.13,av,av91774452,2023-05-30T01:02:57.770Z,"84 km NNW of Karluk, Alaska",earthquake,0.28,0.81,0.194514497013704,10,reviewed,av,av
2023-05-29T00:36:02.783Z,57.2649,-154.8526,43.2,2,ml,,,,0.27,ak,ak0236ufafns,2023-06-02T00:28:14.993Z,"41 km SW of Karluk, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-05-29T00:35:57.089Z,31.54182633,-104.1714345,7.211303711,1.9,ml,26,74,0.0533417932,0.3,tx,tx2023kklq,2023-05-31T14:09:35.078Z,"43 km NW of Toyah, Texas",earthquake,1.156751323,1.19101014,0.2,19,reviewed,tx,tx
2023-05-29T00:34:58.250Z,58.1946666666667,-155.2855,2.4,0.53,ml,10,140,,0.06,av,av91774442,2023-06-02T00:26:40.939Z,"85 km NW of Karluk, Alaska",earthquake,0.21,0.34,0.370645461839172,11,reviewed,av,av
2023-05-29T00:33:58.017Z,60.9208,-149.7402,35.5,1.3,ml,,,,0.41,ak,ak0236uf9wop,2023-06-02T00:28:19.416Z,"5 km W of Hope, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-29T00:32:02.630Z,58.2386666666667,-154.9305,4.67,0.43,ml,13,155,,0.15,av,av91774437,2023-05-30T00:55:49.410Z,"79 km NNW of Karluk, Alaska",earthquake,0.53,0.81,0.00787080335652451,2,reviewed,av,av
2023-05-29T00:31:27.790Z,33.5891667,-116.6116667,14.03,0.24,ml,17,57,0.01587,0.11,ci,ci40236431,2023-05-30T17:01:23.823Z,"7km ENE of Anza, CA",earthquake,0.3,0.42,0.074,3,reviewed,ci,ci
